learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
147000.0,3.474268,1.439325266414218E-8,147000.0,84.6,65.07429649654371,66.9527896995708,57.45856353591159,147000.0,7888.0,160.0,72.0,72.0,2.0,0.0,0.0,1.0
148000.0,3.489364,1.4435492886437305E-8,148000.0,80.4,57.36164288200488,57.29847494553377,48.42105263157896,148000.0,10816.0,164.0,74.0,74.0,3.0,0.0,0.0,1.0
149000.0,3.509546,1.4505121447145934E-8,149000.0,83.1,65.1899516366902,66.92759295499022,59.952606635071085,149000.0,13336.0,164.0,74.0,74.0,3.0,0.0,0.0,1.0
150000.0,3.533177,1.4596772889296209E-8,150000.0,78.9,57.79966239729919,59.18762088974856,57.88423153692616,150000.0,14992.0,166.0,75.0,75.0,4.0,0.0,0.0,1.0
151000.0,3.558215,1.4706317807237302E-8,151000.0,83.2,66.24608213453345,65.85365853658536,64.25531914893617,151000.0,16912.0,166.0,75.0,75.0,4.0,0.0,0.0,1.0
152000.0,3.579205,1.4803625701202282E-8,152000.0,78.8,57.55245875380427,58.994197292069636,56.734693877551024,152000.0,17920.0,166.0,75.0,75.0,4.0,0.0,0.0,1.0
153000.0,3.608862,1.49705132904152E-8,153000.0,82.1,64.09170056891584,65.44401544401543,62.23628691983121,153000.0,21752.0,168.0,76.0,76.0,5.0,0.0,0.0,1.0
154000.0,3.632815,1.5100543966723805E-8,154000.0,80.2,60.10316756669623,59.67413441955194,57.872340425531924,154000.0,20984.0,168.0,76.0,76.0,5.0,0.0,0.0,1.0
155000.0,3.655295,1.5227649547159663E-8,155000.0,84.2,66.07330742307444,67.21991701244812,56.712328767123275,155000.0,21856.0,170.0,77.0,77.0,5.0,0.0,0.0,1.0
156000.0,3.679802,1.537580216303467E-8,156000.0,82.5,62.91398587764581,64.35845213849286,58.432304038004744,156000.0,23368.0,170.0,77.0,77.0,5.0,0.0,0.0,1.0
157000.0,3.710703,1.5581026975479383E-8,157000.0,74.6,48.28927063441329,52.075471698113205,45.14038876889848,157000.0,25672.0,170.0,77.0,77.0,5.0,0.0,0.0,1.0
158000.0,3.747518,1.5618970857726195E-8,158000.0,76.1,52.20229428987408,53.94990366088632,51.02459016393443,158000.0,3984.0,176.0,80.0,80.0,1.0,0.0,0.0,1.0
159000.0,3.763316,1.5639372931586365E-8,159000.0,73.1,46.83584331396497,45.21384928716904,40.879120879120876,159000.0,4992.0,176.0,80.0,80.0,1.0,0.0,0.0,1.0
160000.0,3.782988,1.5677806271447068E-8,160000.0,75.8,51.58140726038799,52.734375,50.0,160000.0,7552.0,178.0,81.0,81.0,2.0,0.0,0.0,1.0
161000.0,3.799806,1.5714318425291107E-8,161000.0,79.10000000000001,58.18896188593789,55.81395348837211,57.947686116700204,161000.0,8392.0,178.0,81.0,81.0,2.0,0.0,0.0,1.0
162000.0,3.815688,1.5750179025861944E-8,162000.0,75.6,51.204098855696124,51.87376725838264,50.40650406504065,162000.0,8728.0,178.0,81.0,81.0,2.0,0.0,0.0,1.0
163000.0,3.835189,1.5801475799332055E-8,163000.0,73.0,45.61166730455451,45.344129554655865,39.866369710467694,163000.0,10168.0,178.0,81.0,81.0,2.0,0.0,0.0,1.0
164000.0,3.852429,1.5826737241198613E-8,164000.0,81.2,62.46441107060286,64.1904761904762,61.39630390143738,164000.0,5664.0,175.0,78.0,78.0,1.0,0.0,0.0,1.0
165000.0,3.868715,1.5849892987559232E-8,165000.0,77.2,54.501007762766676,55.02958579881657,52.98969072164949,165000.0,5496.0,175.0,78.0,78.0,1.0,0.0,0.0,1.0
166000.0,3.886332,1.588278012764122E-8,166000.0,75.4,50.92778405033294,47.096774193548384,48.643006263048015,166000.0,7216.0,177.0,79.0,79.0,2.0,0.0,0.0,1.0
167000.0,3.908216,1.5947863656199635E-8,167000.0,71.5,43.38498212157329,39.6186440677966,34.02777777777778,167000.0,11496.0,181.0,81.0,81.0,3.0,0.0,0.0,1.0
168000.0,3.927092,1.6010955048518043E-8,168000.0,80.0,60.00000000000001,61.97718631178708,55.15695067264574,168000.0,12920.0,183.0,82.0,82.0,3.0,0.0,0.0,1.0
169000.0,3.945812,1.6088789773897987E-8,169000.0,83.1,65.8828469452026,65.01035196687369,59.47242206235012,169000.0,16072.0,183.0,82.0,82.0,3.0,0.0,0.0,1.0
170000.0,3.965003,1.617608950576848E-8,170000.0,79.2,51.21607993057674,52.18390804597702,33.96825396825397,170000.0,17584.0,183.0,82.0,82.0,3.0,0.0,0.0,1.0
171000.0,3.984396,1.6266836693717367E-8,171000.0,81.69999999999999,59.22278176389321,60.81370449678799,50.540540540540526,171000.0,18088.0,183.0,82.0,82.0,3.0,0.0,0.0,1.0
172000.0,4.004444,1.636413415686951E-8,172000.0,81.8,61.00696304231386,61.11111111111109,51.46666666666665,172000.0,18760.0,183.0,82.0,82.0,3.0,0.0,0.0,1.0
173000.0,4.030634,1.6445167602764226E-8,173000.0,78.7,53.35085413929042,53.79609544468546,38.2608695652174,173000.0,11960.0,178.0,76.0,76.0,3.0,0.0,0.0,1.0
174000.0,4.046501,1.6494261061565735E-8,174000.0,87.0,72.55067567567568,71.61572052401746,65.78947368421053,174000.0,11960.0,178.0,76.0,76.0,3.0,0.0,0.0,1.0
175000.0,4.062544,1.654771738375226E-8,175000.0,86.1,70.57877269032782,72.1442885771543,64.17525773195875,175000.0,12880.0,180.0,77.0,77.0,3.0,0.0,0.0,1.0
176000.0,4.084056,1.6623136564675298E-8,176000.0,80.30000000000001,59.075649803895516,57.26681127982647,51.23762376237625,176000.0,13552.0,180.0,77.0,77.0,3.0,0.0,0.0,1.0
177000.0,4.10454,1.6707839384261097E-8,177000.0,83.5,64.34282750572675,63.49557522123893,51.18343195266271,177000.0,15984.0,184.0,79.0,79.0,3.0,0.0,0.0,1.0
178000.0,4.124642,1.6810183291219994E-8,178000.0,86.4,68.59180430846543,69.36936936936937,60.23391812865496,178000.0,19680.0,184.0,79.0,79.0,3.0,0.0,0.0,1.0
179000.0,4.140934,1.689525384662879E-8,179000.0,82.69999999999999,55.59821776892594,61.297539149888124,44.372990353697745,179000.0,20184.0,184.0,79.0,79.0,3.0,0.0,0.0,1.0
180000.0,4.159113,1.700135172862145E-8,180000.0,79.3,43.02543212594961,48.63523573200994,30.067567567567586,180000.0,22560.0,184.0,79.0,79.0,3.0,0.0,0.0,1.0
181000.0,4.196941,1.7254929946114615E-8,181000.0,73.0,31.817837463825583,41.04803493449781,23.076923076923066,181000.0,25912.0,186.0,80.0,80.0,3.0,0.0,0.0,1.0
182000.0,4.230344,1.7493985082126322E-8,182000.0,77.9,44.6808510638298,48.00000000000001,26.08695652173915,182000.0,27664.0,186.0,80.0,80.0,3.0,0.0,0.0,1.0
183000.0,4.259881,1.7730068926595975E-8,183000.0,81.39999999999999,56.71438944017275,57.339449541284395,42.944785276073596,183000.0,30896.0,188.0,81.0,81.0,4.0,0.0,0.0,1.0
184000.0,4.285755,1.792386267955104E-8,184000.0,81.2,54.45383363051401,56.97940503432496,39.74358974358977,184000.0,28952.0,187.0,79.0,79.0,4.0,0.0,0.0,1.0
185000.0,4.31727,1.8185996425648525E-8,185000.0,81.0,36.57575858730849,39.49044585987262,22.448979591836753,185000.0,32152.0,191.0,81.0,81.0,5.0,0.0,0.0,1.0
186000.0,4.344702,1.842898668100436E-8,186000.0,78.0,46.808510638297875,50.89285714285714,37.142857142857146,186000.0,34240.0,191.0,81.0,81.0,5.0,0.0,0.0,1.0
187000.0,4.369105,1.8586156960162845E-8,187000.0,84.6,68.43499042801334,67.98336798336798,63.06954436450839,187000.0,24896.0,186.0,75.0,75.0,5.0,0.0,0.0,1.0
188000.0,4.386781,1.8708634670409883E-8,188000.0,75.1,50.146157850478524,46.56652360515021,48.65979381443299,188000.0,26784.0,188.0,76.0,76.0,5.0,0.0,0.0,1.0
189000.0,4.40501,1.87274226380719E-8,189000.0,73.3,48.52515905147483,47.953216374269005,40.66666666666666,189000.0,3984.0,190.0,77.0,77.0,1.0,0.0,0.0,1.0
190000.0,4.420721,1.8747712357176666E-8,190000.0,78.3,55.77854219990546,56.42570281124498,56.07287449392713,190000.0,4992.0,190.0,77.0,77.0,1.0,0.0,0.0,1.0
191000.0,4.436277,1.8768477994534695E-8,191000.0,79.3,58.475426278836515,61.30841121495328,58.18181818181819,191000.0,5160.0,190.0,77.0,77.0,1.0,0.0,0.0,1.0
192000.0,4.452849,1.879653335445456E-8,192000.0,80.30000000000001,59.644048214095506,60.12145748987855,56.98689956331878,192000.0,6544.0,192.0,78.0,78.0,2.0,0.0,0.0,1.0
193000.0,4.465473,1.8822842943999494E-8,193000.0,78.10000000000001,55.20006546109156,55.3061224489796,51.868131868131876,193000.0,8056.0,192.0,78.0,78.0,2.0,0.0,0.0,1.0
194000.0,4.484124,1.8880743268463337E-8,194000.0,75.9,51.788815005081176,52.182539682539684,51.41129032258065,194000.0,12000.0,196.0,80.0,80.0,4.0,0.0,0.0,1.0
195000.0,4.508808,1.8983886200520717E-8,195000.0,76.1,52.06078451824098,50.0,52.48508946322068,195000.0,16152.0,196.0,80.0,80.0,4.0,0.0,0.0,1.0
196000.0,4.543719,1.9032367296102964E-8,196000.0,77.0,54.03530088891731,50.85470085470085,54.45544554455446,196000.0,5368.0,200.0,82.0,82.0,2.0,0.0,0.0,1.0
197000.0,4.562807,1.90704892679221E-8,197000.0,81.8,63.051236971500714,62.5514403292181,56.769596199524926,197000.0,7720.0,200.0,82.0,82.0,2.0,0.0,0.0,1.0
198000.0,4.584073,1.9116658102720968E-8,198000.0,74.4,49.59935424172622,47.21649484536082,41.14942528735633,198000.0,8392.0,200.0,82.0,82.0,2.0,0.0,0.0,1.0
199000.0,4.605859,1.9166796437154207E-8,199000.0,76.9,54.55976079943346,51.67364016736402,49.34210526315789,199000.0,8896.0,200.0,82.0,82.0,2.0,0.0,0.0,1.0
200000.0,4.62832,1.921597800528009E-8,200000.0,77.2,55.44978135221638,54.12474849094567,50.10940919037199,200000.0,8464.0,202.0,83.0,83.0,3.0,0.0,0.0,1.0
201000.0,4.654567,1.9305444595714403E-8,201000.0,83.2,66.32888660851718,64.77987421383646,67.44186046511628,201000.0,13176.0,204.0,84.0,84.0,4.0,0.0,0.0,1.0
202000.0,4.6803,1.9397632746646796E-8,202000.0,81.39999999999999,62.80371962803718,64.57142857142856,59.740259740259724,202000.0,13848.0,204.0,84.0,84.0,4.0,0.0,0.0,1.0
203000.0,4.705587,1.949727691089113E-8,203000.0,79.7,58.0297554561318,59.1549295774648,52.00945626477543,203000.0,15232.0,206.0,85.0,85.0,4.0,0.0,0.0,1.0
204000.0,4.72772,1.959411202826433E-8,204000.0,86.7,72.42586081072116,72.29166666666667,69.1415313225058,204000.0,16912.0,206.0,85.0,85.0,4.0,0.0,0.0,1.0
205000.0,4.750864,1.969637629679507E-8,205000.0,82.89999999999999,61.67466045093908,64.44906444906444,52.762430939226505,205000.0,17080.0,206.0,85.0,85.0,4.0,0.0,0.0,1.0
206000.0,4.774495,1.9720731909490287E-8,206000.0,80.4,54.993019325446404,56.828193832599126,44.94382022471911,206000.0,3984.0,208.0,86.0,86.0,1.0,0.0,0.0,1.0
207000.0,4.787388,1.973682201570934E-8,207000.0,73.3,39.992448487899594,41.703056768558945,34.3980343980344,207000.0,4824.0,208.0,86.0,86.0,1.0,0.0,0.0,1.0
208000.0,4.798618,1.975181289431121E-8,208000.0,76.5,48.746804854004736,52.13849287169043,43.779904306220104,208000.0,5160.0,208.0,86.0,86.0,1.0,0.0,0.0,1.0
209000.0,4.814402,1.9784022217823394E-8,209000.0,81.6,56.30865088712434,55.875299760191844,41.40127388535029,209000.0,7888.0,210.0,87.0,87.0,2.0,0.0,0.0,1.0
210000.0,4.837232,1.9852249916228976E-8,210000.0,77.3,53.421756758975036,55.049504950495056,47.45370370370372,210000.0,11552.0,212.0,88.0,88.0,3.0,0.0,0.0,1.0
211000.0,4.86284,1.9946852173242298E-8,211000.0,76.5,50.948059212998146,54.1015625,43.64508393285372,211000.0,14280.0,214.0,89.0,89.0,3.0,0.0,0.0,1.0
212000.0,4.884009,2.002268985120786E-8,212000.0,82.39999999999999,60.39176148638915,62.06896551724137,49.999999999999986,212000.0,13848.0,214.0,89.0,89.0,3.0,0.0,0.0,1.0
213000.0,4.900691,2.008535302140646E-8,213000.0,77.7,49.76210215189417,49.43310657596372,32.831325301204814,213000.0,14520.0,214.0,89.0,89.0,3.0,0.0,0.0,1.0
214000.0,4.918767,2.015639497795038E-8,214000.0,78.10000000000001,46.42123187129353,49.885583524027474,30.031948881789134,214000.0,15192.0,214.0,89.0,89.0,3.0,0.0,0.0,1.0
215000.0,4.944762,2.0274646060748228E-8,215000.0,83.5,61.60040214851566,61.17647058823529,51.18343195266271,215000.0,17584.0,216.0,90.0,90.0,4.0,0.0,0.0,1.0
216000.0,4.969749,2.0399636957380502E-8,216000.0,81.3,54.915424228981415,56.511627906976734,35.06944444444443,216000.0,19336.0,218.0,91.0,91.0,4.0,0.0,0.0,1.0
217000.0,4.99504,2.0540804405593206E-8,217000.0,76.2,42.08005607039949,34.61538461538461,2.4590163934426252,217000.0,21576.0,218.0,91.0,91.0,4.0,0.0,0.0,1.0
218000.0,5.024756,2.0724014107965756E-8,218000.0,83.1,49.22790362314484,52.6610644257703,25.221238938053077,218000.0,23832.0,222.0,93.0,93.0,5.0,0.0,0.0,1.0
219000.0,5.057636,2.0920198325895597E-8,219000.0,84.6,53.80480430035276,56.98324022346368,35.29411764705881,219000.0,23064.0,224.0,94.0,94.0,5.0,0.0,0.0,1.0
220000.0,5.082288,2.1081319234023488E-8,220000.0,83.2,54.54348673102729,58.31265508684863,38.23529411764705,220000.0,25264.0,224.0,94.0,94.0,5.0,0.0,0.0,1.0
221000.0,5.107412,2.1254260504825244E-8,221000.0,78.7,45.05777961205119,50.58004640371231,30.16393442622953,221000.0,26608.0,224.0,94.0,94.0,5.0,0.0,0.0,1.0
222000.0,5.140041,2.1524039519329863E-8,222000.0,78.3,49.60379759770361,54.31578947368422,40.71038251366121,222000.0,31960.0,224.0,94.0,94.0,5.0,0.0,0.0,1.0
223000.0,5.187012,2.188119438787301E-8,223000.0,81.8,61.02783725910063,62.39669421487603,53.33333333333332,223000.0,29392.0,221.0,91.0,91.0,4.0,0.0,0.0,1.0
224000.0,5.23403,2.2259238772094246E-8,224000.0,72.0,42.43421052631578,43.43434343434343,37.777777777777764,224000.0,31080.0,221.0,91.0,91.0,4.0,0.0,0.0,1.0
225000.0,5.26771,2.234441745198435E-8,225000.0,79.4,58.882235528942125,61.56716417910447,57.172557172557184,225000.0,9776.0,223.0,92.0,92.0,2.0,0.0,0.0,1.0
226000.0,5.289126,2.24060259718034E-8,226000.0,75.6,48.85232155958495,46.136865342163354,29.68299711815562,226000.0,11120.0,223.0,92.0,92.0,2.0,0.0,0.0,1.0
227000.0,5.312022,2.249160453263256E-8,227000.0,77.9,49.67252985489292,49.88662131519274,31.366459627329192,227000.0,14448.0,225.0,93.0,93.0,3.0,0.0,0.0,1.0
228000.0,5.327185,2.2525841674456994E-8,228000.0,76.3,47.02821585666774,46.50112866817155,27.52293577981651,228000.0,8728.0,220.0,88.0,88.0,2.0,0.0,0.0,1.0
229000.0,5.341622,2.2559694465663698E-8,229000.0,72.6,37.41320078941597,37.1559633027523,18.934911242603537,229000.0,9064.0,220.0,88.0,88.0,2.0,0.0,0.0,1.0
230000.0,5.360567,2.262042871158984E-8,230000.0,73.9,40.33194641305839,44.230769230769226,25.64102564102563,230000.0,12392.0,222.0,89.0,89.0,2.0,0.0,0.0,1.0
231000.0,5.383097,2.2668362518565523E-8,231000.0,79.60000000000001,58.60187996168646,56.9620253164557,50.724637681159436,231000.0,8224.0,219.0,86.0,86.0,2.0,0.0,0.0,1.0
232000.0,5.403492,2.271175399629606E-8,232000.0,84.39999999999999,68.339016074038,69.1699604743083,67.63485477178422,232000.0,8224.0,219.0,86.0,86.0,2.0,0.0,0.0,1.0
233000.0,5.425075,2.276196116581559E-8,233000.0,77.4,54.07250853519753,53.68852459016394,51.293103448275865,233000.0,8992.0,219.0,86.0,86.0,2.0,0.0,0.0,1.0
234000.0,5.452103,2.28407768263585E-8,234000.0,73.7,46.286190445068954,48.33005893909627,40.632054176072224,234000.0,11272.0,219.0,86.0,86.0,2.0,0.0,0.0,1.0
235000.0,5.476253,2.286356815240449E-8,235000.0,82.5,59.56262939958592,56.03015075376884,43.36569579288025,235000.0,3648.0,220.0,85.0,85.0,1.0,0.0,0.0,1.0
236000.0,5.49107,2.2882059357232514E-8,236000.0,84.1,67.5565821369398,67.55102040816325,63.279445727482674,236000.0,4824.0,220.0,85.0,85.0,1.0,0.0,0.0,1.0
237000.0,5.506819,2.290376710808939E-8,237000.0,78.9,57.69813711417093,55.949895615866396,55.20169851380044,237000.0,5328.0,220.0,85.0,85.0,1.0,0.0,0.0,1.0
238000.0,5.525334,2.2944423301766313E-8,238000.0,81.10000000000001,58.69683036416722,61.34969325153376,42.553191489361716,238000.0,8488.0,222.0,86.0,86.0,2.0,0.0,0.0,1.0
239000.0,5.558432,2.303662404624952E-8,239000.0,73.5,46.97624535792034,47.524752475247524,45.24793388429752,239000.0,10768.0,222.0,86.0,86.0,2.0,0.0,0.0,1.0
240000.0,5.594585,2.3177365085317027E-8,240000.0,81.3,62.49468507569254,62.896825396825385,61.04166666666665,240000.0,15048.0,226.0,88.0,88.0,3.0,0.0,0.0,1.0
241000.0,5.622821,2.3207694089247117E-8,241000.0,82.5,60.59907419081755,61.62280701754385,49.12790697674417,241000.0,4152.0,228.0,89.0,89.0,1.0,0.0,0.0,1.0
242000.0,5.64313,2.3245606612828038E-8,242000.0,83.89999999999999,66.21678333417266,64.38053097345133,58.072916666666664,242000.0,7216.0,230.0,90.0,90.0,2.0,0.0,0.0,1.0
243000.0,5.663424,2.328878320753574E-8,243000.0,82.1,61.41243425023711,61.17136659436008,51.75202156334231,243000.0,8224.0,230.0,90.0,90.0,2.0,0.0,0.0,1.0
244000.0,5.694664,2.3319623395800585E-8,244000.0,77.5,48.53237199429053,44.16873449131515,28.115015974440887,244000.0,3816.0,227.0,86.0,86.0,1.0,0.0,0.0,1.0
245000.0,5.712891,2.334757591908176E-8,245000.0,79.7,59.38245321979095,61.91369606003754,58.65580448065174,245000.0,5928.0,227.0,86.0,86.0,1.0,0.0,0.0,1.0
246000.0,5.737552,2.3390754529585435E-8,246000.0,74.9,48.50394734682488,49.69939879759519,33.773087071240106,246000.0,6768.0,227.0,86.0,86.0,1.0,0.0,0.0,1.0
247000.0,5.756135,2.341313794876138E-8,247000.0,83.2,57.898746485297124,56.70103092783504,36.12167300380227,247000.0,4656.0,229.0,87.0,87.0,1.0,0.0,0.0,1.0
248000.0,5.776568,2.343064528579513E-8,248000.0,79.0,44.59687631912201,50.35460992907803,26.056338028169034,248000.0,3312.0,233.0,89.0,89.0,1.0,0.0,0.0,1.0
249000.0,5.791484,2.3455403217424947E-8,249000.0,84.2,59.79009411153922,62.47030878859857,47.50830564784053,249000.0,6416.0,235.0,90.0,90.0,2.0,0.0,0.0,1.0
250000.0,5.810825,2.349555154641469E-8,250000.0,82.39999999999999,64.88091437328394,63.711340206185554,64.8,250000.0,8024.0,235.0,90.0,90.0,2.0,0.0,0.0,1.0
251000.0,5.83561,2.3540742598060102E-8,251000.0,83.39999999999999,66.66813915851107,66.93227091633466,65.1991614255765,251000.0,7048.0,239.0,92.0,92.0,2.0,0.0,0.0,1.0
252000.0,5.854397,2.3579079937189815E-8,252000.0,82.8,65.53382494389226,67.04980842911877,65.25252525252525,252000.0,7888.0,239.0,92.0,92.0,2.0,0.0,0.0,1.0
252173.0,5.857165,2.3584728404465646E-8,252173.0,83.6,67.09892790652884,67.13426853707413,65.83333333333331,252173.0,7888.0,239.0,92.0,92.0,2.0,0.0,0.0,1.0
